company,level,location,rating,salary_from,salary_to,salary_unit,skill,state,title
NFuzionIT,mid,"Blue Ash, OH",,100000.0,110000.0,year,java,Ohio,Hadoop Administrator
Valuekreators,mid,"Cleveland, OH",,70000.0,101000.0,year,java,Ohio,C#/.Net Developer (with AWS/Java experience)
Graphet Inc,mid,"Cincinnati, OH 45255",,55000.0,75000.0,year,java,Ohio,Web Developer
NFuzionIT,mid,"Blue Ash, OH",,40.0,50.0,hour,java,Ohio,IT QA Analyst
Golden Resource Inc,mid,"Cincinnati, OH",,45.0,65.0,hour,java,Ohio,pyspark developer
Kognetics,mid,"Gahanna, OH",,85000.0,85000.0,year,java,Ohio,Data Scientist
Wright State University,mid,"Dayton, OH",4.3,70000.0,70000.0,year,java,Ohio,Programmer Analyst II - DIS
Peerless Technologies Corporation,mid,"Beavercreek, OH",4.5,125000.0,150000.0,year,java,Ohio,Sr. Software Developer
Ascent Solutions,mid,"Dublin, OH",4.0,45.0,50.0,hour,java,Ohio,Java Developer
Brilliant Infotech Inc.,mid,"Columbus, OH",,60000.0,80000.0,year,java,Ohio,Java Developer
Aroopa Inc,mid,"Westerville, OH",,50.0,70.0,hour,java,Ohio,Java Microservice Developer
NFuzionIT,mid,"Blue Ash, OH",,55.0,65.0,hour,java,Ohio,Java Developer III
"Shertech Information Services, Inc.",mid,"Cleveland, OH",,115000.0,115000.0,year,java,Ohio,Java Developer
Dash Technologies,mid,"Columbus, OH 43235 ",,70000.0,90000.0,year,java,Ohio,Java Developer
NESS USA INC,mid,"Cincinnati, OH",,50.0,57.0,hour,java,Ohio,Java Engineer
Aruna IT Corp,mid,"Columbus, OH",,60.0,65.0,hour,java,Ohio,Java Developer
Elite IT Professionals,mid,"Columbus, OH",,45.0,45.0,hour,java,Ohio,Jr. Java Developer on W2
Encore Technologies,mid,"Cincinnati, OH",,90000.0,110000.0,year,java,Ohio,Java Full Stack Developer
Eaglefinds.com,mid,"Columbus, OH",,45.0,50.0,hour,java,Ohio,Java developer
Golden Resource Inc,mid,"Cincinnati, OH",,50.0,70.0,hour,java,Ohio,Azure DevOps Engineer
Vertrax,mid,"Columbus, OH",,75000.0,85000.0,year,java,Ohio,Java/Android Developer
Genesis Consulting LLC,mid,"Columbus, OH",,60.0,70.0,hour,java,Ohio,Rabbitmq implementation specialist
Radial,mid,"Cincinnati, OH",,100000.0,130000.0,year,java,Ohio,Senior Java Software Engineer
Sngular,mid,"Pittsburgh, PA",,80000.0,95000.0,year,java,Pennsylvania,Senior Back-end Developer
Collabrium Systems,mid,"Harrisburg, PA 17111",,93000.0,93000.0,year,java,Pennsylvania,LEAD WEB DEVELOPER
City of Philadelphia,mid,"Philadelphia, PA 19107 ",4.0,85000.0,90000.0,year,java,Pennsylvania,SalesForce Developer
Navy Information Warfare Center (NIWC) - Philadelp...,mid,"Philadelphia, PA 19111 ",,90000.0,125000.0,year,java,Pennsylvania,Software Developer - US Citizenship Required (3+ years exper...
"IAG, Image Analysis Group",mid,"Philadelphia, PA",,100000.0,150000.0,year,java,Pennsylvania,Chief Technology Officer - Enterprise Solution for Medical I...
Defined Clarity,mid,"Philadelphia, PA 19123 ",,85000.0,110000.0,year,java,Pennsylvania,Dev-Ops Engineer / Developer
WIKILANE INC.,mid,"Pittsburgh, PA",,80000.0,120000.0,year,java,Pennsylvania,Android and/or iOS Developer
"Armstrong Flooring, Inc.",mid,"Lancaster, PA 17603",3.6,66000.0,66000.0,year,java,Pennsylvania,Digital Solutions Programmer / Developer
ClientServer Technology Solutions,mid,"Pittsburgh, PA",,30.0,40.0,hour,java,Pennsylvania,Selenium Tester
Mackin Engineering Company,mid,"Pittsburgh, PA 15275",,45000.0,55000.0,year,java,Pennsylvania,Software Developer
HealthShare Exchange,mid,"Philadelphia, PA",,80000.0,110000.0,year,java,Pennsylvania,Integration Engineer
Cima Software Corporation,mid,"North Hills, PA",,40000.0,40000.0,year,java,Pennsylvania,IT Software Application Support Professional
"Ardian Group, Inc.",mid,"Boothwyn, PA",,120000.0,150000.0,year,java,Pennsylvania,Senior Full Stack Developer
Defined Clarity,mid,"Philadelphia, PA 19123 ",,65.0,75.0,hour,java,Pennsylvania,Data Analyst / Data Scientist
Adwait Algorithm,mid,"King of Prussia, PA",,50.0,73.0,hour,java,Pennsylvania,SAP Success Factor Technical
Tripod Technologies,mid,"Pittsburgh, PA",,20.0,40.0,hour,java,Pennsylvania,QA Analyst
Nfinity LLC,mid,"Philadelphia, PA",4.2,150000.0,150000.0,year,java,Pennsylvania,AWS DevOps Engineer
ClientServer Technology Solutions LLC,mid,"Pittsburgh, PA",,35.0,40.0,hour,java,Pennsylvania,QA Tester
ficus Inc,mid,"Philadelphia, PA 19019 ",,75.0,80.0,hour,java,Pennsylvania,Big Data/Hadoop Developer
Lehigh Carbon Community College,mid,"Schnecksville, PA 18078",3.9,49334.0,66991.0,year,java,Pennsylvania,Web Application Developer
Code Lab Technology,mid,"Malvern, PA",,60000.0,70000.0,year,java,Pennsylvania,UI Developer
Ace-stack LLC,mid,"Coraopolis, PA",,140000.0,140000.0,year,java,Pennsylvania,Splunk Developer (with Java)
"Computer Enterprises, Inc.",mid,"West Chester, PA 19380",3.5,100000.0,120000.0,year,java,Pennsylvania,"Java Developer - Cloud, Microservices"
Conrelv Solutions LLC,mid,"Philadelphia, PA",,70000.0,100000.0,year,java,Pennsylvania,Java Developer
Intellidyne Business Systems,mid,"Collegeville, PA 19426",,80000.0,105000.0,year,java,Pennsylvania,Java C++ PHP--Developers 
System Ltd,mid,"Pittsburgh, PA",,35.0,60.0,hour,java,Pennsylvania,Full Stack Java Developer
"Computer Enterprises, Inc.",mid,"Philadelphia, PA 19127",3.5,100000.0,124000.0,year,java,Pennsylvania,"Software Engineer - Java, AWS"
Enormous Enterprise LLC,mid,"Wilkes-Barre, PA",,45.0,47.0,hour,java,Pennsylvania,Java Front End Developer
"Justifacts Credential Verification, Inc.",mid,"Murrysville, PA 15668",,60000.0,70000.0,year,java,Pennsylvania,Java Software Developer
Tanisha Systems Inc,mid,"Pittsburgh, PA",3.1,25.0,40.0,hour,java,Pennsylvania,Jr. Java Developer
Recruiters Network,mid,"Philadelphia, PA",,100000.0,115000.0,year,java,Pennsylvania,Java Developer
"Computer Enterprises, Inc.",mid,"Philadelphia, PA 19127",3.5,85000.0,95000.0,year,java,Pennsylvania,"Java/Python Developer - Java, Python, AWS"
Polakams,mid,"Exton, PA 19341",,92976.0,92976.0,year,java,Pennsylvania,Test Engineer
"Computer Enterprises, Inc. (CEI)",mid,"Cranberry Township, PA",3.5,50.0,55.0,hour,java,Pennsylvania,"Sr. Java Developer - Enterprise web based apps, SOAP, JSON,..."
Radial,mid,"King of Prussia, PA 19406",,100000.0,130000.0,year,java,Pennsylvania,Senior Java Software Engineer
"GPShopper, LLC",mid,"Chicago, IL 60602 ",,70000.0,150000.0,year,java,Illinois,"AVP, Senior Android Engineer"
SILVERLINK TECHNOLOGIES LLC,mid,"Chicago, IL",,50.0,60.0,hour,java,Illinois,ETL Big Data Tester
SILVERLINK TECHNOLOGIES LLC,mid,"Chicago, IL",,50.0,55.0,hour,java,Illinois,ETL Data Warehouse Tester
Cook County Sheriff’s Office,mid,"Chicago, IL 60608",3.6,95000.0,95000.0,year,java,Illinois,Mobile Web Application Developer
eTek IT Service,mid,"Chicago, IL",,100000.0,130000.0,year,java,Illinois,Azure architect
Synchrony,mid,"Chicago, IL",3.9,70000.0,150000.0,year,java,Illinois,"AVP, Senior Android Engineer"
Red Caffeine,mid,"Lombard, IL 60148",,50000.0,90000.0,year,java,Illinois,Full Stack Developer
Silverlink Technologies Pvt Ltd,mid,"Bolingbrook, IL",,40.0,45.0,hour,java,Illinois,Point of Sale Systems Support | POS Support Analyst
Kranze Technology Solutions,mid,"Prospect Heights, IL 60070",,75000.0,125000.0,year,java,Illinois,Embedded Software Engineer
Tecknowledgie,mid,"Chicago, IL",,53.0,53.0,hour,java,Illinois,QA Automation Engineer
Synchrony,mid,"Chicago, IL",3.9,52000.0,110000.0,year,java,Illinois,"Manager, Quality Assurance"
Request Technology,mid,"Chicago, IL",,120000.0,140000.0,year,java,Illinois,Full Stack Developer (Cybersecurity Operation)
Jettison,mid,"Vernon Hills, IL",,90000.0,100000.0,year,java,Illinois,Software Engineer- Graphics
"Alpha Kappa Alpha Sorority, Incorporated",mid,"Chicago, IL",5.0,24.23,30.29,hour,java,Illinois,End User Support Specialist
Haywire Consulting,mid,"Chicago, IL",,47.0,53.0,hour,java,Illinois,CCMS IoT Analyst
"GPShopper, LLC",mid,"Chicago, IL 60602 ",,52000.0,110000.0,year,java,Illinois,"Manager, Quality Assurance"
Huxley,mid,"Chicago, IL 60606 ",,100000.0,200000.0,year,java,Illinois,Trading Software Developer - C#
State of Illinois,mid,"Sangamon County, IL",3.8,6250.0,8333.0,month,java,Illinois,Senior Public Service Administrator - Opt 3
Huxley,mid,"Chicago, IL 60606 ",,100000.0,200000.0,year,java,Illinois,C# Software Developer - Trading
Ksquareinc,mid,"Chicago, IL",,80.0,90.0,hour,java,Illinois,MuleSoft Developer
"Drop Tank, LLC",mid,"Burr Ridge, IL",4.7,100000.0,130000.0,year,java,Illinois,Full Stack Java Developer
Tock,mid,"Chicago, IL",,260000.0,260000.0,year,java,Illinois,Implementation Engineer
Ei2 solutions,mid,"Bloomington, IL",,45.0,50.0,hour,java,Illinois,Software Developer - Front End
Radial,mid,"Chicago, IL",,100000.0,130000.0,year,java,Illinois,Senior Java Software Engineer
St. Lawrence College,mid,"Campus, IL",4.4,36.78,42.64,hour,java,Illinois,PeopleSoft Developer (1-Year Term)
State of Illinois,mid,"Sangamon County, IL",3.8,62052.0,62052.0,year,java,Illinois,Information Systems Analyst I - Opt A
Request Technology,mid,"Lake Forest, IL",,115.0,115.0,hour,java,Illinois,Identity and Access Management Consultant (CyberArk)
"ERP Analysts, Inc",mid,"Northbrook, IL",3.9,65.0,75.0,hour,java,Illinois,Hadoop Developer
ALMPG,mid,"Chicago, IL",,60000.0,70000.0,year,java,Illinois,Java developer
Texsys llc,mid,"Aurora, IL",,65000.0,65000.0,year,java,Illinois,JAVA DEVELOPER
Silverlink Technologies Pvt Ltd,mid,"Bolingbrook, IL",,45.0,45.0,hour,java,Illinois,Java Support (Retail)
eTek IT Service,mid,"Chicago, IL",,75000.0,120000.0,year,java,Illinois,Java Developer
WorkForce Cyprus,mid,"Chicago, IL",,130000.0,160000.0,year,java,Illinois,Java Developer
IcanCAM (Client Acquisition Media),mid,"Chicago, IL 60603 ",,70.0,75.0,hour,java,Illinois,Java Application Developer
Ksquare Solutions INC.,mid,"Chicago, IL",,50.0,55.0,hour,java,Illinois,Java Developer - CANNOT work on C2C/ Corp-to-Corp
eGrove Systems Corporation,mid,"Chicago, IL",,65.0,65.0,hour,java,Illinois,Java Developer
Foxcroft Placements LLC,mid,"Chicago, IL 60603 ",,101000.0,120000.0,year,java,Illinois,Java Application Developer
Claim Academy,mid,"Chicago, IL",5.0,65000.0,75000.0,year,java,Illinois,Coding Instructor (Java)
TAEC,mid,"Pleasanton, CA 94566",,75000.0,95000.0,year,sql,California,Supply Planner
CoreSpace,mid,"Dallas, TX",,65000.0,85000.0,year,sql,Texas,CORESPACE IT Operations Manager
The State of Florida,mid,"Tallahassee, FL 32399",3.6,3347.0,4657.0,month,sql,Florida,SYSTEMS PROJECT CONSULTANT - 80080780
Electronic Payments Inc,mid,"Boca Raton, FL",3.8,70000.0,90000.0,year,sql,Florida,.Net Developer
Newmark Knight Frank,mid,"New York, NY 10017 ",3.4,80000.0,85000.0,year,sql,New York,ASP.NET Developer
Division of Information Technology - NYC Departmen...,mid,"New York, NY",,95000.0,103000.0,year,sql,New York,C# ASP.NET Developer
sierra Web solutions,mid,"New York, NY",,55.0,65.0,hour,sql,New York,Java Developer
Infocepts,mid,"Atlanta, GA",3.7,100000.0,120000.0,year,sql,Georgia,Big Data Developer
Georgia State University,mid,"Atlanta, GA",4.1,53349.0,80771.0,year,sql,Georgia,Sponsor Funded Professional | Network Systems Administrator
"Premier Federal, Inc.",mid,"Atlanta, GA",,70000.0,90000.0,year,sql,Georgia,Net Developer
Brilliant Infotech Inc.,mid,"Atlanta, GA",,60000.0,80000.0,year,sql,Georgia,C#/.NET Developer
KKSS,mid,"Atlanta, GA",,120000.0,150000.0,year,sql,Georgia,Lead React/Node Developer
Columbus Consolidated Government,mid,"Columbus, GA",3.7,44536.0,44536.0,year,sql,Georgia,Application Developer - G19 - GIS Division
Tissa Software,mid,"Atlanta, GA",,90000.0,100000.0,year,sql,Georgia,.Net Lead (Project lead)
IsoMetrix,mid,"Atlanta, GA",,40000.0,60000.0,year,sql,Georgia,"Technical Software Pre-Sales Representative (Oil,Gas & Minin..."
SimplePart,mid,"Atlanta, GA",2.3,70000.0,85000.0,year,sql,Georgia,eCommerce Developer (C#)
Tekwissen,mid,"Atlanta, GA",3.6,70.0,80.0,hour,sql,Georgia,Cloud Architect
ITTStar Consulting LLC,mid,"Alpharetta, GA",,90000.0,110000.0,year,sql,Georgia,AWS CLOUD ARCHITECT
"NetCom Systems, Inc.",mid,"Roswell, GA 30075",,65000.0,80000.0,year,sql,Georgia,Network Systems Engineer
Universal Alloy Corporation,mid,"Canton, GA 30114",3.7,60000.0,60000.0,year,sql,Georgia,Information Systems - Software Engineer/Developer
IsoMetrix,mid,"Roswell, GA 30075",,40000.0,60000.0,year,sql,Georgia,"Technical Software Sales Representative (Oil,Gas & Mining)"
SILVERLINK TECHNOLOGIES LLC,mid,"Atlanta, GA",,45.0,50.0,hour,sql,Georgia,Sail Point Access Management - Business Analyst
Sales BQ,mid,"Atlanta, GA",,60000.0,60000.0,year,sql,Georgia,Thread HCM-Outside Sales Representative-GA
Rentsys Recovery Services,mid,"Atlanta, GA",4.5,90000.0,90000.0,year,sql,Georgia,Full Stack Software Developer
SILVERLINK TECHNOLOGIES LLC,mid,"Atlanta, GA",,50.0,50.0,hour,sql,Georgia,SailPoint Consultant
"Acadia Shutters, Inc.",mid,"Atlanta, GA 30345",4.4,50000.0,80000.0,year,sql,Georgia,Software Quality Assurance Engineer
Senior Architects LLC,mid,"Atlanta, GA",,50000.0,80000.0,year,sql,Georgia,Data Engineer
IterationN LLC,mid,"Atlanta, GA",,60.0,70.0,hour,sql,Georgia,SAS Programmer/Analyst
Agility Recovery,mid,"Atlanta, GA 30328",3.1,90000.0,90000.0,year,sql,Georgia,Full Stack Software Developer
GrayMatter Consulting Services,mid,"Alpharetta, GA",,75338.0,75338.0,year,sql,Georgia,Software Engineer
University System of Georgia,mid,"Athens, GA",4.2,67125.0,67125.0,year,sql,Georgia,"Database Administrator, Working Level"
University System of Georgia,mid,"Athens, GA",4.2,59666.0,59666.0,year,sql,Georgia,"Systems Analyst, Working Level-Reporting"
Sol Firm,mid,"Atlanta, GA",,75000.0,95000.0,year,sql,Georgia,SCCM SME
Kanap Systems,mid,"Atlanta, GA",,50.0,60.0,hour,sql,Georgia,Data Modeler/Data Analyst
TechField LLC,mid,"Atlanta, GA 30339",,25.0,35.0,hour,sql,Georgia,URGENTLY NEEDED BIG DATA DEVELOPER (Travel Opportunity)
ITTStar Consulting LLC,mid,"Alpharetta, GA",,90000.0,110000.0,year,sql,Georgia,Data Engineer
GoHire Technologies Pvt.Ltd,mid,"Johns Creek, GA",,45.0,50.0,hour,sql,Georgia,C++ Developer
Trajectory HR Solutions,mid,"Atlanta, GA 30313 ",,130000.0,130000.0,year,sql,Georgia,Lead Data Analyst
Prime Care Technologies,mid,"Duluth, GA 30097",,70000.0,95000.0,year,sql,Georgia,Software Developer
University System of Georgia,mid,"Athens, GA",4.2,67125.0,67125.0,year,sql,Georgia,"Database Administrator, Working Level - GeorgiaBEST"
Momentum Telecom Inc,mid,"Kennesaw, GA 30144",3.2,65000.0,85000.0,year,sql,Georgia,Software Engineer
Allstate - Riverstone Agency,mid,"Savannah, GA 31405",,15.0,21.0,hour,sql,Georgia,Technical Support Analyst
Integritek Holdings LLC,mid,"Roswell, GA 30076",,16.0,24.0,hour,sql,Georgia,Support Engineer (II)
"Cherokee County Board of Commissioners, Georgia",mid,"Canton, GA 30114",,60000.0,75000.0,year,sql,Georgia,APPLICATION SYSTEMS/DATA ANALYST
Emagine IT Group,mid,"Macon, GA",,60000.0,70000.0,year,sql,Georgia,Data Analyst and Reporting Specialist
Dorabot Inc.,mid,"Atlanta, GA",,60000.0,80000.0,year,sql,Georgia,Industrial Engineer
"Zentek Solutions,LLC",mid,"Jersey, GA",,50.0,80.0,hour,sql,Georgia,Jr .Net Developer
"City of Augusta, GA",mid,"Augusta, GA",3.0,51371.0,51371.0,year,sql,Georgia,GIS Addressing Analyst
Gwinnett County,mid,"Gwinnett County, GA",3.9,71835.0,83508.0,year,sql,Georgia,SCADA
Brielle Technologies,mid,"Alpharetta, GA",,60.0,70.0,hour,sql,Georgia,Data Scientists – Machine Learning
GAT Airline Support,mid,"Peachtree City, GA 30269",2.6,40000.0,55000.0,year,sql,Georgia,Labor Analyst
360 Campaign Consulting,mid,"Atlanta, GA",4.0,70000.0,100000.0,year,sql,Georgia,Data Director
Toward Zero,mid,"Columbus, GA",,70000.0,130000.0,year,sql,Georgia,Project Manager
Gwinnett County,mid,"Gwinnett County, GA",3.9,21.0,28.57,hour,sql,Georgia,IT Associate (Public Safety)
Momentum Telecom Inc,mid,"Atlanta, GA 30328",3.2,60000.0,80000.0,year,sql,Georgia,Business Analyst
"Faneuil, Inc.",mid,"Kennesaw, GA",3.0,17.06,17.06,hour,sql,Georgia,WFM Analyst (Kennesaw)
"Zentek Solutions,LLC",mid,"Jersey, GA",,60000.0,80000.0,year,sql,Georgia,Informatica Developer
Unicorn Technologies,mid,"Milton, GA",,55.0,55.0,hour,sql,Georgia,Meta4 Developer
Trinamix,mid,"Atlanta, GA",,40.0,90.0,hour,sql,Georgia,Power BI Developer
Columbus State University,mid,"Columbus, GA 31907",4.2,43503.0,48941.0,year,sql,Georgia,Programmer I
"Zentek Solutions,LLC",mid,"Jersey, GA",,60000.0,80000.0,year,sql,Georgia,DataStage Developer
"Zentek Solutions,LLC",mid,"Jersey, GA",,50.0,65.0,hour,sql,Georgia,Tableau Developer
Vertrax,mid,"Columbus, OH",,75000.0,85000.0,year,sql,Ohio,Java/Android Developer
"SECUREDATA, Inc.",mid,"Cleveland, OH 44114 ",4.3,80000.0,120000.0,year,sql,Ohio,Full Stack ASP Net Web Developer / Programmer
Avvenire Solutions,mid,"Brecksville, OH 44141",,100000.0,125000.0,year,sql,Ohio,Lead .NET Application Architect and Developer
"J2A Systems, LLC",mid,"Cleveland, OH",,110000.0,115000.0,year,sql,Ohio,Oracle Applications Technical Lead
"SecureData, Inc.",mid,"Beachwood, OH",,80000.0,120000.0,year,sql,Ohio,Full Stack ASP Net Web Developer
"J2A Systems, LLC",mid,"Cleveland, OH",,110000.0,115000.0,year,sql,Ohio,Oracle Applications Oracle Functional Lead/ Oracle Functiona...
Crimcheck,mid,"Cleveland, OH 44114 ",,60000.0,80000.0,year,sql,Ohio,"Senior C# / Javascript Developer - Erie, PA"
"Delta Media Group, Inc.",mid,"Canton, OH 44708",,45000.0,95000.0,year,sql,Ohio,Full Stack Web Developer
Elite IT Professionals,mid,"Columbus, OH",,45.0,45.0,hour,sql,Ohio,Jr. Java Developer on W2
Aruna IT Corp,mid,"Columbus, OH",,60.0,65.0,hour,sql,Ohio,Java Developer
Armada Power,mid,"Columbus, OH",,70000.0,80000.0,year,sql,Ohio,Full Stack Developer
NFuzionIT,mid,"Blue Ash, OH",,55.0,65.0,hour,sql,Ohio,Java Developer III
Fortech LLC,mid,"West Chester, OH 45069",,75000.0,125000.0,year,sql,Ohio,Senior Web Developer
PypersTech solutions,mid,"Mason, OH 45040",,70.0,80.0,hour,sql,Ohio,PYthon Full Stack Developer
Graphet Inc,mid,"Cincinnati, OH 45255",,55000.0,75000.0,year,sql,Ohio,Web Developer
Reveille Staffing,mid,"Cincinnati, OH 45202 ",,70000.0,110000.0,year,sql,Ohio,Software Developer / Software Engineer
Maven LLC,mid,"Columbus, OH",,85000.0,85000.0,year,sql,Ohio,Risk Advisory IT Senior
Pamten Inc,mid,"Columbus, OH",4.0,50.0,60.0,hour,sql,Ohio,.Net Developer
Wright State University,mid,"Dayton, OH",4.3,50000.0,50000.0,year,sql,Ohio,Budget Analyst 3
upsgs,mid,"Cleveland, OH",,50.0,110.0,hour,sql,Ohio,Oracle EBS Apex Developer
Genesis Consulting LLC,mid,"Cleveland, OH",,60.0,80.0,hour,sql,Ohio,C# .Net Developer
The Ohio State University Technology Services,mid,"Columbus, OH",,70000.0,80000.0,year,sql,Ohio,Application Developer
Novasom Inc,mid,"Columbus, OH",3.3,70000.0,70000.0,year,sql,Ohio,Sales Territory Manager
City of Cincinnati,mid,"Cincinnati, OH 45202 ",4.1,75540.0,101519.0,year,sql,Ohio,COMPUTER SYSTEMS ANALYST
The Ohio State University,mid,"Columbus, OH",4.2,70000.0,80000.0,year,sql,Ohio,Systems Developer/Engineer
Mid-Ohio Foodbank,mid,"Grove City, OH 43123",4.1,60000.0,70000.0,year,sql,Ohio,Business Application Developer
Kaav inc.,mid,"Columbus, OH",,55.0,60.0,hour,sql,Ohio,Genesys Developer
State of Ohio Jobs,mid,"Columbus, OH 43215 ",3.8,32.85,32.85,hour,sql,Ohio,Software Development Specialist 3
Golden Resource Inc,mid,"Cincinnati, OH",,45.0,65.0,hour,sql,Ohio,pyspark developer
Tek wissen LLC,mid,"Miamisburg, OH",,55.0,60.0,hour,sql,Ohio,Dot Net developer/ .NET Developer
State Teachers Retirement System of Ohio,mid,"Columbus, OH 43215 ",4.0,80000.0,80000.0,year,sql,Ohio,Business Systems Analyst 2
Speedeon Data,mid,"Cleveland, OH 44124",,70000.0,90000.0,year,sql,Ohio,Data Solutions Developer
Genesis Consulting LLC,mid,"Columbus, OH",,75.0,90.0,hour,sql,Ohio,Salesforce Developer
Columbus Metropolitan Library,mid,"Gahanna, OH 43230",4.0,61777.0,92666.0,year,sql,Ohio,IT Systems Analyst - FT (40 hrs.) - Information Technology
Trilogy Education Services,mid,"Cleveland, OH",4.1,40.0,45.0,hour,sql,Ohio,Data Analytics Instructor
Wright State University,mid,"Dayton, OH",4.3,70000.0,70000.0,year,sql,Ohio,Programmer Analyst II - DIS
Aruna IT Corp,mid,"Columbus, OH",,70.0,72.0,hour,sql,Ohio,GIS Administrator
MARS Solutions Group,mid,"Cincinnati, OH 45246",,40000.0,43000.0,year,sql,Ohio,Project Administrator
The Cincinnati Insurance Companies,mid,"Fairfield, OH",3.4,80000.0,120000.0,year,sql,Ohio,Internal Audit - Information Technology Audit Specialist
Kloud9 It Inc,mid,"Cleveland, OH 44113 ",,65000.0,65000.0,year,sql,Ohio,Systems Administrator
Kognetics,mid,"Gahanna, OH",,85000.0,85000.0,year,sql,Ohio,Data Scientist
State of Ohio Jobs,mid,"Columbus, OH 43215 ",3.8,26.42,26.42,hour,sql,Ohio,Epidemiology Investigator 3 - PN 20014932
Prosource,mid,"West Chester, OH 45069",3.7,50000.0,75000.0,year,sql,Ohio,Business Analyst
Wright State University,mid,"Dayton, OH",4.3,63000.0,63000.0,year,sql,Ohio,"Associate Director, Financial Aid"
City of Columbus,mid,"Columbus, OH 43215 ",4.0,32.43,48.67,hour,sql,Ohio,Data Management Coordinator (Vacancy)
City of Cleveland,mid,"Cleveland, OH",4.1,66102.0,79310.0,year,sql,Ohio,Database Administrator II
National Enterprise Systems,mid,"Cleveland, OH",3.0,35000.0,40000.0,year,sql,Ohio,Dialer Administrator
State of Ohio Jobs,mid,Ohio,3.8,90000.0,90000.0,year,sql,Ohio,Elections Data Administrator
DataImpex,mid,"Columbus, OH",,54.0,54.0,hour,sql,Ohio,SSIS Developer
The Ohio State University,mid,"Columbus, OH",4.2,85000.0,85000.0,year,sql,Ohio,Athletic Ticketing Director
NEOnet,mid,"Cuyahoga Falls, OH 44221",,42000.0,48000.0,year,sql,Ohio,SQL Database and application Support
Golden Resource Inc,mid,"Cincinnati, OH",,50.0,65.0,hour,sql,Ohio,BI Developer
Aruna IT Corp,mid,"Columbus, OH",,70.0,72.0,hour,sql,Ohio,Business Intelligence Developer
Ohio State University Medical Center,mid,"Columbus, OH 43210 ",4.1,47500.0,47500.0,year,sql,Ohio,HRIS Analyst
Wright State University,mid,"Dayton, OH",4.3,47500.0,47500.0,year,sql,Ohio,Assistant Registrar for Curriculum and Records
Tanisha Systems Inc,mid,"Pittsburgh, PA",3.1,25.0,40.0,hour,sql,Pennsylvania,Jr. Java Developer
WIKILANE INC.,mid,"Pittsburgh, PA",,80000.0,120000.0,year,sql,Pennsylvania,Android and/or iOS Developer
EHSolution.com,mid,"Philadelphia, PA 19123 ",,50000.0,55000.0,year,sql,Pennsylvania,Operations Support Analyst (IT Applications) 3+ years experi...
"Justifacts Credential Verification, Inc.",mid,"Murrysville, PA 15668",,60000.0,70000.0,year,sql,Pennsylvania,Java Software Developer
City of Philadelphia,mid,"Philadelphia, PA 19107 ",4.0,85000.0,90000.0,year,sql,Pennsylvania,SalesForce Developer
Examoto,mid,"Bryn Mawr, PA 19010",,90000.0,90000.0,year,sql,Pennsylvania,Net Developer/UI Developer
vastek group inc,mid,"Pittsburgh, PA",,27.0,30.0,hour,sql,Pennsylvania,Dot Net Developer
"Armstrong Flooring, Inc.",mid,"Lancaster, PA 17603",3.6,66000.0,66000.0,year,sql,Pennsylvania,Digital Solutions Programmer / Developer
Intellidyne Business Systems,mid,"Collegeville, PA 19426",,80000.0,105000.0,year,sql,Pennsylvania,Java C++ PHP--Developers 
Reading Area Community College,mid,"Reading, PA",4.0,48900.0,48900.0,year,sql,Pennsylvania,Coordinator of Institutional Research
UPMC,mid,"Pittsburgh, PA 15219 ",3.7,30.01,45.61,hour,sql,Pennsylvania,Systems Analyst - Intermediate (Change Management/Process Im...
CSL,mid,"Philadelphia, PA",,130000.0,150000.0,year,sql,Pennsylvania,C# .Net Developer
JUHUSYS,mid,"Pittsburgh, PA 15220",,101712.0,101712.0,year,sql,Pennsylvania,Software Developer (.NET)
"Computer Enterprises, Inc.",mid,"West Chester, PA 19380",3.5,100000.0,120000.0,year,sql,Pennsylvania,"Java Developer - Cloud, Microservices"
ReminderMedia,mid,"King of Prussia, PA 19406",3.9,70000.0,90000.0,year,sql,Pennsylvania,PHP Software Developer
HealthShare Exchange,mid,"Philadelphia, PA",,80000.0,110000.0,year,sql,Pennsylvania,Integration Engineer
UPMC,mid,"Pittsburgh, PA 15213 ",3.7,27.43,46.22,hour,sql,Pennsylvania,Clinical Data Analyst Senior
Defined Clarity,mid,"Kng of Prussa, PA 19406",,70.0,80.0,hour,sql,Pennsylvania,ASP .Net Developer
UPMC,mid,"Pittsburgh, PA 15219 ",3.7,37.47,60.83,hour,sql,Pennsylvania,Software Engineer - Inter (Services Developer)
UPMC,mid,"Pittsburgh, PA 15222 ",3.7,31.82,54.34,hour,sql,Pennsylvania,Data Curation Analyst - Senior
Cima Software Corporation,mid,"North Hills, PA",,40000.0,40000.0,year,sql,Pennsylvania,IT Software Application Support Professional
The University of Pittsburgh,mid,"Pittsburgh, PA",4.2,35100.0,56784.0,year,sql,Pennsylvania,Clinical Data Analyst
"MAM Software, Inc.",mid,"Blue Bell, PA",,31200.0,41600.0,year,sql,Pennsylvania,Software Application Support Leve I
Piper Companies,mid,"Horsham, PA 19044",4.2,55.0,55.0,hour,sql,Pennsylvania,Full Stack Developer (.Net)
UPMC,mid,"Pittsburgh, PA 15219 ",3.7,37.47,60.83,hour,sql,Pennsylvania,Software Engineer - Inter (.NET/C#)
Lehigh Carbon Community College,mid,"Schnecksville, PA 18078",3.9,49334.0,66991.0,year,sql,Pennsylvania,Web Application Developer
